"id","name","gng","etsng"
"7035","Войлок и изделия войлочные","","626006"
"7036","Войлок,не поименованный в алфавите","","626010"
"7037","Войлок строительный","","626025"
"7038","Войлок технический,грубошерстный,полугрубошерстный,тонкошерстный","","626030"
"7039","Детали войлочные всякие","","626044"
"7040","Изделия войлочные,кроме обуви","","626059"
"7041","Ковры войлочные","","626063"
"7042","Стельки войлочные","","626078"
"7043","Ткани,изделия швейной и трикотажной промышленности","","630001"
"7045","Бельтинг (ткань прорезиненная)","","631019"
"7046","Брезент","","631023"
"7047","Каракуль искусственный","","631038"
"7048","Клеенка всякая","","631042"
"7049","Ледерин","","631057"
"7050","Лоскут тканевый мерный","","631061"
"7051","Мех искусственный","","631076"
"7052","Парусина брезентовая","","631080"
"7053","Полотно льняное,пеньковое,трикотажное и хлопчатобумажное","","631095"
"7054","Сукно шерстяное всякое","","631108"
"7055","Ткани брезентовые,мешочные,упаковочные,фильтропрессные","","631112"
"7056","Ткани бязевые,джутовые,кордные,льняные,льнопеньковые,пеньковые,пенькоджутовые,полу-шерстяные,хлопчатобумажные,шелковые,шерстяные","","631127"
"7057","Ткани из искусственного и синтетического волокна","","631131"
"7058","Ткани льняные мешочные","","631146"
"7059","Ткани прорезиненные,не поименованные в алфавите","","631150"
