"id","code","name","short_name","country_id"
"8780","70600","МАЙМАК","","1"
"8781","64370","МАЙНА","","7"
"8782","09714","МАЙОРИ","","13"
"8783","49440","МАЙОРСКАЯ","","8"
"8784","93201","МАЙСК","МАЙСК","7"
"8785","32261","МАЙСКАЯ","","8"
"8786","14543","МАЙСКИЙ","","11"
"8788","70122","МАЙ-ТОБЕ","","1"
"8789","63842","МАЙТУГА","","7"
"8790","32152","МАКАЛЕВИЧИ","","8"
"8791","15454","МАКАНОВИЧИ","","11"
"8792","99550","МАКАРОВ","МАКАР","7"
"8793","32353","МАКАРОВКА","","8"
"8794","30281","МАКАРОВО","","7"
"8795","31444","МАКАРОВСКАЯ","","7"
"8796","50736","МАКАРОВСКИЙ","","8"
"8797","78091","МАКАРЦЕВО","","7"
"8798","93100","МАКАРЬЕВО","","7"
"8799","93110","МАКАРЬЕВО-ПЕРЕВАЛКА","","7"
"8800","66110","МАКАТ","МАКАТ","1"
"8801","60521","МАКАШЕВКА","","7"
"8802","48350","МАКЕЕВКА","","8"
"8804","48020","МАКЕЕВКА-ПАССАЖИРСКАЯ","","8"
"8805","22910","МАКЕЕВО-МОСКОВСКОЕ","","7"
"8806","32181","МАКИЙЧУКОВО","","8"
"8807","69280","МАКИНКА","","1"
"8808","94280","МАККАВЕЕВО","","7"
"8809","64743","МАКЛАУШ","","7"
"8810","22650","МАКЛЕЦ","","7"
"8811","32812","МАКОВО","","8"
"8812","53327","МАКОПСЕ","","7"
"8813","32650","МАКОШИНО","","8"
"8814","05190","МАКСАТИХА","","7"
"8815","44670","МАКСИМОВКА","","8"
"8816","36120","МАКСИМОВКА-ТЕРНОПОЛЬСКАЯ","","8"
"8817","89394","МАКСИМОВО","","7"
"8819","24331","МАКСИМОВСКИЙ","","7"
"8820","65654","МАКСЮТОВО","","7"
"8821","27302","МАКУХА","","7"
"8822","82660","МАКУШИНО","","7"
"8823","55501","МАЛАЙ","","12"
"8824","70110","МАЛАЙ-САРЫ","","1"
"8825","42532","МАЛАНОВКА","","8"
"8826","19424","МАЛАХОВКА","","7"
"8827","21111","МАЛАХОВО","","7"
"8828","31580","МАЛАХОВСКАЯ","","7"
"8829","22520","МАЛАЯ АНДРЕЕВКА","","7"
"8830","47670","МАЛАЯ БЕЛОЗЕРКА","","8"
"8831","41031","МАЛАЯ БЕРЕЗОВКА","","8"
"8832","04160","МАЛАЯ ВИШЕРА","","7"
"8833","18227","МАЛАЯ ВЯЗЕМА","","7"
"8834","42502","МАЛАЯ КАХНОВКА","","8"
"8835","88190","МАЛАЯ КЕТЬ","","7"
"8836","28700","МАЛАЯ ПЕРА","","7"
"8837","44750","МАЛАЯ ПЕРЕЩЕПИНСКАЯ","","8"
"8838","32422","МАЛАЯ СТРОЕВКА","","8"
"8839","46420","МАЛАЯ ТОКМАЧКА","","8"
"8840","78582","МАЛАЯ ТРИФОНОВКА","","7"
"8841","42332","МАЛАЯ ЯБЛОНОВКА","","8"
"8842","70750","МАЛДЫБАЙ","","1"
"8843","14802","МАЛЕВИЧИ","","11"
"8844","22472","МАЛЕВКА","","7"
"8845","32484","МАЛЕЙКИ","","8"
"8846","19552","МАЛЕНКОВСКАЯ","","7"
"8847","01239","МАЛЕНЬГА","МАЛНГ","7"
"8848","73122","МАЛИК","","3"
"8849","34740","МАЛИН","","8"
"8850","33064","МАЛИНИЧИ","","8"
"8851","14773","МАЛИННИКИ","","11"
"8852","19263","МАЛИНО","","7"
"8854","43650","МАЛИНОВ ЯР","МАЛЯР","7"
"8855","86520","МАЛИНОВКА","","7"
"8858","84512","МАЛИНОВОЕ ОЗЕРО","","7"
"8859","89032","МАЛИНОГОРКА","","7"
"8860","26155","МАЛИТОВСКАЯ ПРИСТАНЬ","","7"
"8861","26030","МАЛИТОВСКАЯ ПРИСТАНЬ-ПЕРЕВАЛКА","","7"
"8862","96523","МАЛМЫЖ","","7"
"8863","11264","МАЛНАВА","","13"
"8864","21700","МАЛОАРХАНГЕЛЬСК","","7"
"8865","49461","МАЛОИЛЬШЕВСКАЯ","","8"
"8866","95117","МАЛОКОВАЛИ","","7"
"8867","78430","МАЛОРЕФТИНСКАЯ","","7"
"8868","13260","МАЛОРИТО","","11"
"8869","13210","МАЛОРИТО-ЭКСПОРТ","","11"
"8870","52030","МАЛОРОССИЙСКАЯ","","7"
"8871","42334","МАЛОСМЕЛЯНКА","","8"
"8872","49142","МАЛОТАРАНОВКА","","8"
"8873","62671","МАЛОУЗЕНСК","","7"
"8874","29580","МАЛОШУЙКА","МАЛОШ","7"
"8875","18390","МАЛОЯРОСЛАВЕЦ","","7"
"8876","11330","МАЛТА","","13"
"8877","04580","МАЛУКСА","","7"
"8878","01142","МАЛЫГА","","7"
"8879","20101","МАЛЫГИН","","7"
"8880","38172","МАЛЫЙ БЕРЕЗНЫЙ","","8"
"8881","36021","МАЛЫЙ ГЛУБОЧЕК","","8"
"8882","34921","МАЛЫЙ ДИВЛИН","","8"
"8883","79162","МАЛЫЙ ОСТРОВ","М.ДВ","7"
"8884","24812","МАЛЫЙ ЦИВИЛЬ","","7"
"8885","64652","МАЛЫКЛА","","7"
"8886","35700","МАЛЫНСК","","8"
"8887","05200","МАЛЫШЕВО","","7"
"8888","30492","МАЛЫШКОВО","","7"
"8889","29511","МАЛЬКА","МАЛЬК","7"
"8890","13951","МАЛЬКОВИЧИ","","11"
"8891","93170","МАЛЬТА","","7"
"8892","93171","МАЛЬТИНКА","","7"
"8893","87601","МАЛЬЦЕВО","","7"
"8895","17913","МАЛЬЦЕВСКАЯ","","7"
"8896","58640","МАЛЬЧЕВСКАЯ","","7"
"8897","19440","МАЛЬЧИКИ","","7"
"8898","32122","МАЛЮТИНКА","","8"
"8899","63141","МАЛЮТИНО","","7"
"8900","15824","МАЛЯТИЧИ","","11"
"8901","64423","МАЛЯЧКИНО","","7"
"8902","61002","МАМАЕВ КУРГАН","","7"
"8903","42321","МАМАЕВ ЯР","","8"
"8904","36631","МАМАЕВЦЫ","","8"
"8905","53291","МАМАЙКА","","7"
"8906","36730","МАМАЛЫГА","","8"
"8907","36740","МАМАЛЫГА-ЭКСПОРТ","","8"
"8908","54430","МАМЕД-КАЛА","","7"
"8909","53321","МАМЕДОВА ЩЕЛЬ","","7"
"8910","82620","МАМЛЮТКА","","1"
"8911","10270","МАМОНОВО","","7"
"8912","10280","МАМОНОВО-ЭКСПОРТ","","7"
"8913","84367","МАМОНТОВО","","7"
"8914","23485","МАМОНТОВСКАЯ","","7"
"8915","47003","МАМУТ","","8"
"8916","92531","МАМЫРЬ","","7"
"8917","88890","МАНА","","7"
"8918","56132","МАНАВИ","","6"
"8919","21361","МАНАЕНКИ","","7"
"8920","54370","МАНАС","","7"
"8921","09640","МАНГАЛИ","","13"
"8922","09660","МАНГАЛИ-ЭКСПОРТ","","13"
"8923","79207","МАНГУТ","","7"
"8924","93333","МАНГУТАЙ","","7"
"8925","66330","МАНГЫШЛАК","","1"
"8926","93521","МАНДРИК","","7"
"8927","58102","МАНДРОВО","","7"
"8928","48060","МАНДРЫКИНО","","8"
"8929","35490","МАНЕВИЧИ","","8"
"8930","19700","МАНИХИНО 1","","7"
"8931","19701","МАНИХИНО 2","","7"
"8932","69930","МАНКЕНТ","МАНКТ","1"
"8933","77802","МАНСИЙСКИЙ","","7"
"8934","12516","МАНТВИЛИШКИС","","14"
"8935","93463","МАНТУРИХА","МАНТ.","7"
"8936","30710","МАНТУРОВО","","7"
"8937","50650","МАНУИЛОВКА","","8"
"8938","03050","МАНУШКИНО","","7"
"8939","79665","МАНЧЕМ","","7"
"8940","44683","МАНЧЕНКИ","","8"
"8941","51881","МАНЫЧ","","7"
"8942","58622","МАНЬКОВО","","7"
"8943","20213","МАНЮКИ","","7"
"8944","41050","МАОДАРОВКА","","8"
"8945","92112","МАРА","","7"
"8946","56303","МАРАБДА","","6"
"8947","26820","МАРАДЫКОВСКИЙ","","7"
"8948","69690","МАРАЛДЫ","","1"
"8949","56630","МАРАЛИК","Р1008","10"
"8950","79472","МАРАМЗИНО","","7"
"8951","57004","МАРАНИ","","6"
"8952","25141","МАРБУМКОМБИНАТ","","7"
"8953","46580","МАРГАНЕЦ","","8"
"8954","12163","МАРГЕНИС","","14"
"8955","53331","МАРГИ","","7"
"8956","74250","МАРГИЛАН","МАРГЛ","3"
"8957","94580","МАРГУЦЕК","","7"
"8958","54765","МАРДАКЯНЫ","","12"
"8959","55172","МАРДЖАНЛЫ","","12"
"8960","91170","МАРЕВАЯ","","7"
"8961","57690","МАРЕЛИСИ","","6"
"8962","41401","МАРЖАНОВКА","","8"
"8963","39932","МАРИАНКА","","9"
"8964","83240","МАРИАНОВКА","","7"
"8965","03411","МАРИЕНБУРГ","","7"
"8966","88010","МАРИИНСК","","7"
"8967","61540","МАРИНОВКА","","7"
"8968","40141","МАРИНОВО","","8"
"8969","93343","МАРИТУЙ","","7"
"8970","48470","МАРИУПОЛЬ","","8"
"8971","48460","МАРИУПОЛЬ-ПОРТ","","8"
"8972","48530","МАРИУПОЛЬ-ПОРТ-ПЕРЕВАЛКА","","8"
"8973","48490","МАРИУПОЛЬ-ПОРТ-ЭКСПОРТ","","8"
"8974","48560","МАРИУПОЛЬ-СОРТИРОВОЧНЫЙ","","8"
"8975","20582","МАРИЦА","","7"
"8976","12400","МАРИЯМПОЛЕ","","14"
"8977","23780","МАРК","","7"
"8978","28892","МАРКОВ","","7"
"8979","05342","МАРКОВА","","7"
"8980","82702","МАРКОВО","","7"
"8981","99570","МАРКОВО-САХАЛИНСКОЕ","","7"
"8982","38851","МАРКОВЦЫ","","8"
"8984","20930","МАРМЫЖИ","","7"
"8985","56410","МАРНЕУЛИ","","6"
"8986","56409","МАРНЕУЛИ-ЭКСПОРТ","","6"
"8987","72800","МАРОКАНД","МАРАК","3"
"8988","50792","МАРСОВСКИЙ","","8"
"8989","77660","МАРСЯТЫ","","7"
"8990","06784","МАРТИСОВО","","7"
"8991","61813","МАРТОВСКИЙ","","7"
"8992","57604","МАРТОТУБАНИ","","6"
"8993","66760","МАРТУК","","1"
"8994","38802","МАРТЫНОВ","","8"
"8995","33041","МАРТЫНОВКА","","8"
"8996","51053","МАРТЫНОВО","","7"
"8997","41290","МАРТЫНОВСКАЯ","","8"
"8998","07541","МАРТЫШКИНО","","7"
"8999","14203","МАРТЮХОВО","","11"
"9000","50250","МАРУСИНО","","8"
"9001","30282","МАРФИНО","","7"
"9002","51140","МАРЦЕВО","","7"
"9003","11731","МАРЦИЕНА","","13"
"9004","12162","МАРЦИНКОНИС","","14"
"9005","76274","МАРЧУГИ","","7"
"9006","75130","МАРЫ","МАРЫ","2"
"9007","49560","МАРЬЕВКА","","8"
"9009","44922","МАРЬИНО","","8"
"9010","41162","МАРЬЯНОВКА","","8"
"9013","88502","МАРЬЯСОВО","","7"
"9014","55340","МАСАЛЛЫ","","12"
"9015","71180","МАСАЛЬСКАЯ","","7"
"9016","01154","МАСЕЛЬСКАЯ","","7"
"9017","33082","МАСИВЦЫ","","8"
"9018","56740","МАСИС","","10"
"9019","75870","МАСЛАХАТ","","2"
"9020","16453","Масленники","","11"
"9021","53680","МАСЛОВ КУТ","","7"
"9022","59720","МАСЛОВКА","","7"
"9023","31151","МАСЛОВО","","7"
"9024","49042","МАСЛОЖИРКОМБИНАТ","","8"
"9025","79180","МАСЛЯНСКАЯ","","7"
"9026","63741","МАСТРЮКОВО","","7"
"9027","58312","МАСЫЧЕВ","","7"
"9028","14366","МАСЮКОВЩИНА","","11"
"9029","70250","МАТАЙ","МАТАЙ","1"
"9030","94871","МАТАКАН","","7"
"9031","27090","МАТАНЦЫ","","7"
"9032","51110","МАТВЕЕВ КУРГАН","","7"
"9033","85341","МАТВЕЕВКА","","7"
"9034","18021","МАТВЕЕВСКОЕ","","7"
"9035","13121","МАТЕЕВИЧИ","","11"
"9036","38910","МАТЕЕВЦЫ","","8"
"9037","33270","МАТЕЙКОВО","","8"
"9038","09858","МАТЕРИ","","13"
"9039","39630","МАТЕУЦЬ","","9"
"9040","02400","МАТКАСЕЛЬКЯ","","7"
"9041","42611","МАТЛАХОВО","","8"
"9042","19751","МАТРЕНИНО","","7"
"9043","41615","МАТРОСОВКА","","8"
"9044","02052","МАТРОСОВО","","7"
"9046","12220","МАТУЙЗОС","","14"
"9047","18734","МАТЧИНО","","7"
"9048","60700","МАТЫШЕВО","","7"
"9049","78853","МАТЮШИНО","","7"
"9050","44791","МАТЯШЕВКА","","8"
"9051","80230","МАУК","","7"
"9052","12320","МАУРУЧЯЙ","","14"
"9053","98740","МАХАЛИНО","","7"
"9054","98640","МАХАЛИНО-ЭКСПОРТНОЕ","","7"
"9055","66180","МАХАМБЕТ","МАХАМ","1"
"9056","66190","МАХАМБЕТ (ЭКСП.)","","1"
"9057","33950","МАХАРИНЦЫ","","8"
"9058","54330","МАХАЧКАЛА","","7"
"9059","54360","МАХАЧКАЛА-ПАРОМ ЭКСПОРТ","","7"
"9060","54010","МАХАЧКАЛА-ПЕРЕВАЛКА","","7"
"9061","54340","МАХАЧКАЛА-ЭКСПОРТ","","7"
"9062","06442","МАХЕРОВО","","7"
"9063","57133","МАХИНДЖАУРИ","","6"
"9064","55170","МАХМУДЛЫ","","12"
"9065","76763","МАХОВАТНАЯ","","7"
"9066","89413","МАХОШИНО","","7"
"9067","74790","МАХРАМ","","15"
"9068","30461","МАХРОВО","","7"
"9069","35220","МАЦЕЕВ","","8"
"9070","53285","МАЦЕСТА","","7"
"9071","94672","МАЦИЕВСКАЯ","","7"
"9072","37221","МАЦОШИН","","8"
"9073","99043","МАЦУЛЕВКА","","7"
"9074","18142","МАЧИХИНО","","7"
"9075","24721","МАЧКАССЫ","","7"
"9076","14481","МАЧУЛИЩИ","","11"
"9077","43341","МАШЕЛЬ","","8"
"9078","23091","МАШИНОСТРОИТЕЛЬ","","7"
"9079","16873","МАШКОВО","","11"
"9080","59711","МАШМЕТ","","7"
"9081","56202","МАШНААРИ","","6"
"9082","54754","МАШТАГИ","","12"
"9083","53194","МАШУК","","7"
"9084","49050","МАШЧЕРМЕТ","","8"
"9085","54652","МАЯК","","12"
"9089","27282","МАЯЛОВО","","7"
"9090","81230","МАЯЧНАЯ","","7"
"9091","03020","МГА","МГА","7"
"9092","56851","МЕГАДЗОР","","10"
"9093","93250","МЕГЕТ","","7"
"9094","79780","МЕГИОН","","7"
"9095","55110","МЕГРИ","","12"
"9096","55101","МЕГРИ-ЧАЙ","","12"
"9097","05270","МЕДВЕДЕВО","","7"
"9098","62210","МЕДВЕДИЦА","","7"
"9099","16710","МЕДВЕДКА","","11"
"9100","63101","МЕДВЕДОВКА","","7"
"9101","93580","МЕДВЕДЧИКОВО","","7"
"9102","39460","МЕДВЕЖА","","9"
"9103","39470","МЕДВЕЖА-ЭКСПОРТ","","9"
"9104","93308","МЕДВЕЖИЙ","","7"
"9106","01130","МЕДВЕЖЬЯ ГОРА","","7"
"9107","01280","МЕДВЕЖЬЯ ГОРА-ПЕРЕВАЛКА","","7"
"9108","39204","МЕДЕЛЕНЫ","","9"
"9109","41379","МЕДЕРОВО","","8"
"9110","68510","МЕДЕТ","","1"
"9111","70020","МЕДЕУ","","1"
"9112","09857","МЕДЗЕ","","13"
"9113","93321","МЕДЛЯНКА","","7"
"9114","81360","МЕДНОГОРСК","","7"
"9115","49511","МЕДОВЫЙ","","8"
"9117","11351","МЕДУПЕ","","13"
"9118","62391","МЕДЯНИКОВО","","7"
"9119","27142","МЕДЯНКА","","7"
"9120","09854","МЕЖАЙНЕ","","13"
"9121","11401","МЕЖАРЕ","","13"
"9122","11266","МЕЖВИДИ","","13"
"9123","29391","МЕЖДУДВОРЬЕ","","7"
"9124","86490","МЕЖДУРЕЧЕНСК","","7"
"9125","86491","МЕЖДУРЕЧЕНСК-ГОРОД","","7"
"9126","10082","МЕЖДУРЕЧЬЕ","","7"
"9127","48180","МЕЖЕВАЯ","","8"
"9128","06141","МЕЖЕВО","","7"
"9129","28200","МЕЖЕГ","","7"
"9130","87372","МЕЖЕНИНОВКА","","7"
"9131","45291","МЕЖЕРИЧИ","","8"
"9132","36970","МЕЖИРЕЧЬЕ","","8"
"9133","33002","МЕЖИРОВ","","8"
"9134","80191","МЕЖОЗЕРНАЯ","","7"
"9135","11452","МЕЖЦИЕМС","","13"
"9136","30531","МЕЗА","","7"
"9137","85384","МЕЗЕНИХА","","7"
"9138","79351","МЕЗЕНСКИЙ","","7"
"9139","13881","МЕЗИНОВКА","","11"
"9140","09821","МЕЙСТЕРИ","","13"
"9141","09170","МЕЙТЕНЕ","","13"
"9142","09140","МЕЙТЕНЕ-ЭКСПОРТ","","13"
"9143","47350","МЕКЕНЗИЕВЫ ГОРЫ","","8"
"9144","47850","МЕКЕНЗИЕВЫ ГОРЫ-ЭКСПОРТ","","8"
"9145","51811","МЕКЛЕТА","","7"
"9146","56180","МЕЛААНИ","","6"
"9147","44781","МЕЛАШЕНКОВО","","8"
"9148","34635","МЕЛЕНИ","","8"
"9149","24340","МЕЛЕНКИ","","7"
"9150","29308","МЕЛЕНТЬЕВСКИЙ","","7"
"9151","13945","МЕЛЕСНИЦА","","11"
"9152","65320","МЕЛЕУЗ","","7"
"9153","20852","МЕЛЕХИНО","","7"
"9154","51941","МЕЛИОРАТИВНЫЙ","","7"
"9155","47600","МЕЛИТОПОЛЬ","","8"
"9156","06302","МЕЛИХОВО","","7"
"9157","11133","МЕЛЛИ","","13"
"9158","09722","МЕЛЛУЖИ","","13"
"9159","11161","МЕЛНУПЕ","","13"
"9160","49894","МЕЛОВАТКА","","8"
"9161","50680","МЕЛОВАЯ","","8"
"9162","58204","МЕЛОГОРЬЕ","","7"
"9163","11122","МЕЛТУРИ","","13"
"9164","23425","МЕЛЬГУНОВО","","7"
"9165","23893","МЕЛЬДИНО","","7"
"9166","16251","МЕЛЬКОВЩИЗНА","","11"
"9167","15381","МЕЛЬКОМБИНАТ","","11"
"9169","13261","МЕЛЬНИКИ","","11"
"9170","42264","МЕЛЬНИКОВКА","","8"
"9171","93012","МЕЛЬНИКОВО","","7"
"9172","03610","МЕЛЬНИЧНЫЙ РУЧЕЙ","","7"
"9173","32761","МЕЛЬНЯ","","8"
"9174","32660","МЕНА","","8"
"9175","96491","МЕНГОН","","7"
"9176","76240","МЕНДЕЛЕЕВО","","7"
"9177","64893","МЕНДЕЛЕЕВСК","","7"
"9178","81200","МЕНОВОЙ ДВОР","","7"
"9179","09202","МЕНТА","","13"
"9180","48360","МЕНЧУГОВО","","8"
"9181","27751","МЕНЬИЛ","","7"
"9182","39090","МЕРЕНЬ","","9"
"9183","86220","МЕРЕТЬ","","7"
"9184","44110","МЕРЕФА","","8"
"9185","51133","МЕРЖАНОВО","","7"
"9186","92680","МЕРЗЛОТНАЯ","","7"
"9187","57090","МЕРИА","","6"
"9188","71550","МЕРКЕ","МЕРКЕ","4"
"9189","78273","МЕРКИТАСИХА","","7"
"9190","17401","МЕРКУЧЕВО","","7"
"9191","49300","МЕРЦАЛОВО","","8"
"9192","44680","МЕРЧИК","","8"
"9193","03972","МЕСТЕРЬЯРВИ","","7"
"9194","57471","МЕСХЕТИ","","6"
"9195","79222","МЕСЯДЫ","","7"
"9196","26910","МЕТАЛЛИСТ","","7"
"9197","03162","МЕТАЛЛСТРОЙ","","7"
"9198","23083","МЕТАЛЛУРГ","","7"
"9199","80120","МЕТАЛЛУРГИЧЕСКАЯ","","7"
"9200","50012","МЕТЕОРОЛОГИЧЕСКИЙ","","8"
"9201","56090","МЕТЕХИ","","6"
"9202","30801","МЕТИЛ","","7"
"9203","08041","МЕТСА","","5"
"9204","91591","МЕУН","","7"
"9205","42472","МЕХЕДОВКА","","8"
"9206","72460","МЕХНАТ","","3"
"9207","56702","МЕЦАМОР","","10"
"9208","51740","МЕЧЕТИНСКАЯ","","7"
"9209","61042","МЕЧЕТКА","","7"
"9210","46330","МЕЧЕТНАЯ","","8"
"9211","58903","МЕЧЕТНОВСКИЙ","","7"
"9212","51423","МЕЧЕТНЫЙ","","7"
"9213","36172","МЕЧИЩЕВ","","8"
"9214","27161","МЕЧКИНО","","7"
"9215","10332","МЕЧНИКОВО","","7"
"9216","41515","МЕШКОВО","","8"
"9217","12581","МЕШКУЙЧЯЙ","","14"
"9218","17512","МЕЩЕРСКАЯ","","7"
"9219","44213","МЖА","","8"
"9220","80557","МИАСС II","","7"
"9221","80532","МИАСС III","","7"
"9222","80530","МИАСС 1","","7"
"9223","40595","МИГАЕВО","","8"
"9224","11562","МИГОНЯЙ","","14"
"9225","24838","МИЖЕРЫ","","7"
"9226","35020","МИЗОЧ","","8"
"9227","19681","МИИТОВСКАЯ","","7"
"9228","15210","МИКАШЕВИЧИ","","11"
"9229","36280","МИКУЛИНЦЫ-СТРУСОВ","","8"
"9230","14781","МИКУЛИЧИ","","11"
"9231","38652","МИКУЛИЧИН","","8"
"9232","28240","МИКУНЬ","","7"
"9233","28250","МИКУНЬ 2","","7"
"9234","09735","МИЛЗКАЛНЕ","","13"
"9235","38943","МИЛИЕВО","","8"
"9236","58650","МИЛЛЕРОВО","","7"
"9237","22760","МИЛЛИОННАЯ","","7"
"9238","52610","МИЛОВАНОВО","","7"
"9239","15722","МИЛОЕ","","11"
"9240","45840","МИЛОРАДОВКА","","8"
"9241","60320","МИЛОСЛАВСКОЕ","","7"
"9242","17240","МИЛОХОВО","","7"
"9243","94938","МИЛЬГИДУН","","7"
"9244","24281","МИЛЬЦЕВО","","7"
"9245","15004","МИЛЬЧА","","11"
"9246","12381","МИЛЯЙ","","14"
"9247","18755","МИЛЯТИНСКИЙ ЗАВОД","","7"
"9248","35630","МИЛЯЧИ","","8"
"9249","51931","МИНАЕВСКИЙ","","7"
"9250","92260","МИНГАТУЙ","","7"
"9251","55570","МИНГЕЧАУР","","12"
"9252","55580","МИНГЕЧАУР-ГОРОД","","12"
"9253","55120","МИНДЖЕВАНЬ","","12"
"9254","25355","МИНДЮШ","","7"
"9255","26631","МИНЕЕВКА","","7"
"9256","45290","МИНЕРАЛЬНАЯ","","8"
"9257","38012","МИНЕРАЛЬНОЕ","","8"
"9258","53000","МИНЕРАЛЬНЫЕ ВОДЫ","","7"
"9259","89085","МИНИНО","","7"
"9260","64770","МИННИБАЕВО","","7"
"9261","44876","МИНОВКА","","8"
"9262","13761","МИНОЙТЫ","","11"
"9263","14030","МИНСК-ВОСТОЧНЫЙ","","11"
"9264","14364","МИНСКОЕ МОРЕ","","11"
"9265","14021","МИНСК-ПАССАЖИРСКИЙ","","11"
"9266","14010","МИНСК-СЕВЕРНЫЙ","","11"
"9267","14000","МИНСК-СОРТИРОВОЧНЫЙ","","11"
"9268","14050","МИНСК-ЮЖНЫЙ","","11"
"9269","88830","МИНУСИНСК","","7"
"9270","53241","МИНУТКА","","7"
"9272","34292","МИНЬКОВЦЫ","","8"
"9273","65600","МИНЬЯР","","7"
"9274","16470","МИОРЫ","","11"
"9275","77350","МИР","","7"
"9277","14692","МИРАДИНО","","11"
"9278","61802","МИРАЖНЫЙ","","7"
"9279","44780","МИРГОРОД","","8"
"9280","83563","МИРМАН","","7"
"9281","94431","МИРНАЯ","","7"
"9284","45021","МИРНЫЙ","","8"
"9285","46570","МИРОВАЯ","","8"
"9286","35012","МИРОГОША","","8"
"9287","34440","МИРОНОВКА","","8"
"9288","34180","МИРОПОЛЬ","","8"
"9289","34223","МИРОСЛАВКА","","8"
"9290","91453","МИРОШНИЧЕНКО","","7"
"9291","52040","МИРСКАЯ","","7"
"9292","38171","МИРЧА","","8"
"9293","09230","МИСА","","13"
"9294","73980","МИСКИН","МИСКН","3"
"9295","80510","МИСЯШ","","7"
"9296","17255","МИТИНО","","7"
"9297","58580","МИТРОФАНОВКА","","7"
"9298","60343","МИТЯГИНО","","7"
"9299","51112","МИУССКИЙ","","7"
"9300","34220","МИХАЙЛЕНКИ","","8"
"9301","22840","МИХАЙЛОВ","","7"
"9302","35072","МИХАЙЛОВКА","","8"
"9305","84511","МИХАЙЛОВКА-АЛТАЙСКАЯ","","7"
"9306","04848","МИХАЙЛОВСКАЯ","","7"
"9308","78220","МИХАЙЛОВСКИЙ ЗАВОД","","7"
"9309","20530","МИХАЙЛОВСКИЙ РУДНИК","","7"
"9310","51222","МИХАЙЛО-ЛЕОНТЬЕВСКАЯ","","7"
"9311","95370","МИХАЙЛО-ЧЕСНОКОВСКАЯ","","7"
"9312","95380","МИХАЙЛО-ЧЕСНОКОВСКАЯ-ПЕРЕВАЛКА","","7"
"9313","89313","МИХАЛЕВКА","","7"
"9314","15133","МИХАЛКИ","","11"
"9315","14500","МИХАНОВИЧИ","","11"
"9316","15822","МИХЕЕВИЧИ","","11"
"9317","74231","МИХНАТАБАД","","3"
"9318","19260","МИХНЕВО","","7"
"9319","16865","МИХНОВО","","11"
"9320","20507","МИЦЕНЬ","","7"
"9321","13831","МИЦКЕВИЧИ","","11"
"9322","12845","МИЦКУНАЙ","","14"
"9323","63305","МИЧКАСЫ","","7"
"9324","18052","МИЧУРИНЕЦ","","7"
"9325","21641","МИЧУРИНСКАЯ","","7"
"9326","60010","МИЧУРИНСК-ВОРОНЕЖСКИЙ","М-ВРТ","7"
"9327","60090","МИЧУРИНСК-УРАЛЬСКИЙ","","7"
"9328","28801","МИШАЯГ","","7"
"9329","93432","МИШИХА","","7"
"9330","82920","МИШКИНО","","7"
"9331","12242","МИШКИНЯЙ","","14"
"9332","91841","МОГДЫ","","7"
"9333","94130","МОГЗОН","","7"
"9334","15650","МОГИЛЕВ 1-НА-ДНЕПРЕ","","11"
"9335","15660","МОГИЛЕВ 2-НА-ДНЕПРЕ","","11"
"9336","33552","МОГИЛЕВКА","","8"
"9337","33190","МОГИЛЕВ-ПОДОЛЬСКИЙ","","8"
"9338","33180","МОГИЛЕВ-ПОДОЛЬСК-ЭКСПОРТ","","8"
"9339","26192","МОГИЛИЦЫ","","7"
"9340","34112","МОГИЛЯНЫ","","8"
"9341","07091","МОГЛИНО","","7"
"9342","94340","МОГОЙТУЙ","","7"
"9343","91110","МОГОТ","","7"
"9344","95080","МОГОЧА","","7"
"9345","63671","МОГУТОВАЯ","","7"
"9346","18320","МОЖАЙСК","МОЖАЙ","7"
"9347","03421","МОЖАЙСКАЯ","","7"
"9348","41131","МОЖАРОВО","","8"
"9349","25460","МОЖГА","","7"
"9350","16672","МОЖЕЕВКА","","11"
"9351","16679","МОЖЕЕВКА Ф","","11"
"9352","29700","МОЖУГА","","7"
"9353","53930","МОЗДОК","","7"
"9354","03404","МОЗИНО","","7"
"9355","28310","МОЗЫНДОР","","7"
"9356","15170","МОЗЫРЬ","","11"
"9357","10144","МОЗЫРЬ-НОВЫЙ","","7"
"9358","46760","МОИСЕЕВКА","","8"
"9359","60613","МОИСЕЕВО","","7"
"9360","04054","МОЙКА","","7"
"9361","67730","МОЙЫНТЫ","МОЙЫН","1"
"9362","35690","МОКВИН","","8"
"9363","76243","МОКИНО","","7"
"9364","01744","МОККЕТ","","7"
"9365","52760","МОКРАЯ БУЙВОЛА","","7"
"9366","26781","МОКРИЦЫ","","7"
"9367","35011","МОКРОВ","","8"
"9368","15611","МОКРОЕ","","11"
"9369","62700","МОКРОУС","","7"
"9370","24556","МОКРЫ","","7"
"9371","51711","МОКРЫЙ БАТАЙ","","7"
"9372","51051","МОКРЫЙ ЧАЛТЫРЬ","","7"
"9373","64091","МОКША","","7"
"9374","64440","МОЛВИНО","","7"
"9375","91451","МОЛДАВСКИЙ","","7"
"9376","57700","МОЛИТИ","","6"
"9377","75110","МОЛЛАНЕПЕС","","2"
"9378","63941","МОЛОДЕЖНАЯ","","7"
"9383","13955","МОЛОДЕЖНЫЙ","","11"
"9384","16290","МОЛОДЕЧНО","","11"
"9385","07112","МОЛОДИ","","7"
