"id","code","name","short_name","country_id"
"1674","73470","БОЛДЫР (ЭКСП.)","","3"
"1675","91910","БОЛЕН","","7"
"1676","41240","БОЛЕСЛАВЧИК","","8"
"1677","38730","БОЛЕХОВ","","8"
"1678","37631","БОЛЕХОВЦЫ","","8"
"1679","56430","БОЛНИСИ","","6"
"1680","05000","БОЛОГОЕ-МОСКОВСКОЕ","","7"
"1681","05010","БОЛОГОЕ-ПОЛОЦКОЕ","","7"
"1682","96480","БОЛОНЬ","","7"
"1683","85440","БОЛОТНАЯ","","7"
"1685","99521","БОЛОТНАЯ-САХАЛИНСКАЯ","","7"
"1686","04241","БОЛОТНИЦКАЯ","","7"
"1687","92094","БОЛОТНЫЙ","","7"
"1688","94865","БОЛОТОВО","","7"
"1689","77333","БОЛТОВОЕ","","7"
"1690","43442","БОЛХОВЕЦ","","7"
"1691","23500","БОЛШЕВО","","7"
"1692","60091","БОЛЬНИЦА","","7"
"1694","31931","БОЛЬШАКОВО","","7"
"1695","10485","БОЛЬШАКОВО-НОВОЕ","","7"
"1696","04170","БОЛЬШАЯ ВИШЕРА","","7"
"1697","23900","БОЛЬШАЯ ВОЛГА","","7"
"1698","23920","БОЛЬШАЯ ВОЛГА-ЭКСПОРТ","","7"
"1699","99061","БОЛЬШАЯ ЕЛАНЬ","","7"
"1700","26944","БОЛЬШАЯ ЕЛЬНЯ","","7"
"1701","07520","БОЛЬШАЯ ИЖОРА","","7"
"1702","88920","БОЛЬШАЯ ИРБА","","7"
"1703","42520","БОЛЬШАЯ КАХНОВКА","","8"
"1704","88210","БОЛЬШАЯ КЕТЬ","","7"
"1705","29503","БОЛЬШАЯ КЯМА","","7"
"1706","95135","БОЛЬШАЯ ОМУТНАЯ","","7"
"1707","93471","БОЛЬШАЯ РЕЧКА","","7"
"1709","28011","БОЛЬШАЯ СЛОБОДКА","","7"
"1710","62771","БОЛЬШАЯ ТАВОЛОЖКА","","7"
"1711","78583","БОЛЬШАЯ ТРИФОНОВКА","","7"
"1712","42002","БОЛЬШАЯ ЯБЛОНОВКА","","8"
"1713","52773","БОЛЬШЕВИСТСКАЯ ИСКРА","","7"
"1714","85211","БОЛЬШЕДОРОЖНОЕ","","7"
"1715","81097","БОЛЬШЕИРГИЗСКИЙ","","7"
"1716","79581","БОЛЬШЕСЕЛЬСКИЙ","","7"
"1717","41881","БОЛЬШИЕ КОПАНИ","","8"
"1718","33421","БОЛЬШИЕ ПУЗЫРЬКИ","","8"
"1719","04740","БОЛЬШОЙ ДВОР","","7"
"1720","98310","БОЛЬШОЙ КАМЕНЬ","","7"
"1721","98290","БОЛЬШОЙ КАМЕНЬ-ЭКСПОРТ","","7"
"1722","88072","БОЛЬШОЙ КОСУЛЬ","","7"
"1723","51364","БОЛЬШОЙ ЛОГ","","7"
"1724","83641","БОЛЬШОЙ ЛОГ-АЛТАЙСКИЙ","","7"
"1725","93300","БОЛЬШОЙ ЛУГ","","7"
"1726","95210","БОЛЬШОЙ НЕВЕР","","7"
"1727","91386","БОЛЬШОЙ НИМНЫР (РЗД)","","7"
"1728","47730","БОЛЬШОЙ ТОКМАК","","8"
"1729","47581","БОЛЬШОЙ УТЛЮГ","","8"
"1730","32641","БОНДАРЕВКА","","8"
"1731","34851","БОНДАРЕВСКИЙ","","8"
"1732","15904","БОНИ","","11"
"1733","02031","БОР","","7"
"1735","17903","БОРДАВИЧИ","","7"
"1736","18702","БОРЕЦ","","7"
"1737","38420","БОРЖАВА","","8"
"1738","50010","БОРЖИКОВКА","","8"
"1739","57760","БОРЖОМИ","","6"
"1740","57761","БОРЖОМИ-ПАРК","","6"
"1741","35441","БОРЗОВАЯ","","8"
"1742","94470","БОРЗЯ","","7"
"1743","37640","БОРИСЛАВ","","8"
"1744","14140","БОРИСОВ","","11"
"1745","03630","БОРИСОВА ГРИВА","","7"
"1746","50570","БОРИСОВКА","","8"
"1749","26941","БОРИСОВСКАЯ","","7"
"1750","59900","БОРИСОГЛЕБСК","","7"
"1751","32260","БОРИСПОЛЬ","","8"
"1752","13422","БОРКИ","","11"
"1754","36090","БОРКИ-ВЕЛИКИЕ","","8"
"1755","16190","БОРКОВИЧИ","","11"
"1756","86110","БОРМОТОВО","","7"
"1757","07421","БОРНИЦА","","7"
"1758","13253","БОРОВАЯ","","11"
"1760","04110","БОРОВЕНКА","","7"
"1761","02250","БОРОВИНКА","","7"
"1762","84067","БОРОВИХА","","7"
"1763","05350","БОРОВИЧИ","","7"
"1764","15773","БОРОВКА","","11"
"1766","16510","БОРОВОЕ","","11"
"1767","89045","БОРОВОЙ","","7"
"1768","59021","БОРОВСКАЯ","","7"
"1769","44438","БОРОВСКАЯ-ЮЖНАЯ","","8"
"1770","85373","БОРОВУШКА","","7"
"1771","13712","БОРОВЦЫ","","11"
"1772","17580","БОРОДИНО","","7"
"1773","02230","БОРОДИНСКОЕ","","7"
"1774","76501","БОРОДКИНО","","7"
"1775","76225","БОРОДУЛИНО","","7"
"1776","37841","БОРОДЧИЦЫ","","8"
"1777","32180","БОРОДЯНКА","","8"
"1778","58382","БОРОЗДИНОВКА","","7"
"1779","54221","БОРОЗДИНСКИЙ","","7"
"1780","67252","БОРОЙНАК","","1"
"1781","22111","БОРОК","","7"
"1782","44580","БОРОМЛЯ","","8"
"1783","88637","БОРСИКИ","","7"
"1784","37911","БОРТНИКИ","","8"
"1785","32250","БОРТНИЧИ","","8"
"1786","74940","БОРУГЧЫ","","2"
"1787","37893","БОРУСОВ","","8"
"1788","48275","БОРЦЫ","","8"
"1789","32244","БОРЩАГОВКА","","8"
"1790","36410","БОРЩЕВ","","8"
"1791","40684","БОРЩЕВКА","","8"
"1792","40780","БОРЩИ","","8"
"1793","37930","БОРЩОВИЧИ","","8"
"1794","37900","БОРЫНИЧИ","","8"
"1795","67722","БОСАГА","","1"
"1796","57606","БОСЛЕВИ","","6"
"1797","73703","БОСТАН","","3"
"1798","67057","БОСТАНДЫК","","1"
"1799","72181","БОСТАНЛЫК","","3"
"1800","13947","БОСТЫНЬ","","11"
"1801","68661","БОТАЙ","","1"
"1802","72131","БОТАНИКА","","3"
"1803","32008","БОТАНИЧЕСКАЯ","","8"
"1804","57131","БОТАНИЧЕСКИЙ САД","","6"
"1805","23211","БОТИНО","","7"
"1806","43413","БОТКИНО","","7"
"1807","05282","БОЧАНОВКА","","7"
"1808","59871","БОЧАРНИКОВО","","7"
"1809","86260","БОЧАТЫ","","7"
"1810","58641","БОЧЕНКОВО","","7"
"1811","89332","БОШНЯКОВО","","7"
"1812","36700","БОЯНЫ","","8"
"1813","14232","БОЯРИ","","11"
"1814","22832","БОЯРИНЦЕВО","","7"
"1815","32123","БОЯРКА","","8"
"1816","01371","БОЯРСКАЯ","","7"
"1817","93465","БОЯРСКИЙ","","7"
"1819","45530","БРАГИНОВКА","","8"
"1820","50542","БРАЗОЛЬ","","8"
"1821","33550","БРАИЛОВ","","8"
"1822","09761","БРАКШКИ","","13"
"1823","47151","БРАННОЕ ПОЛЕ","","8"
"1824","30700","БРАНТОВКА","БРАНТ","7"
"1825","35734","БРАНЫ","","8"
"1826","09041","БРАСА","","13"
"1827","20460","БРАСОВО","","7"
"1828","44811","БРАТЕШКИ","","8"
"1829","50840","БРАТКИ","","8"
"1830","38710","БРАТКОВЦЫ","","8"
"1831","41700","БРАТОЛЮБОВКА","","8"
"1832","92460","БРАТСК","","7"
"1833","46162","БРАТСКОЕ","","8"
"1834","92492","БРАТСКОЕ МОРЕ","","7"
"1835","44382","БРАТСКОЕ ОЗЕРО","","8"
"1836","19870","БРАТЦЕВО","","7"
"1837","25365","БРАТЬЯ КОМАРОВЫ","","7"
"1838","50240","БРАУНОВКА","","8"
"1839","81600","БРЕДЫ","","7"
"1840","11091","БРЕНГУЛИ","","13"
"1841","13020","БРЕСТ-ВОСТОЧНЫЙ","Б-ВСТ","11"
"1842","13030","БРЕСТ-ПОЛЕССКИЙ","","11"
"1843","13010","БРЕСТ-СЕВЕРНЫЙ","","11"
"1844","13050","БРЕСТ-СЕВЕРНЫЙ(ЭКС.)","","11"
"1845","13060","БРЕСТ-ЦЕНТР (ПОЛЬША)","","11"
"1846","13000","БРЕСТ-ЦЕНТРАЛЬНЫЙ","","11"
"1847","60386","БРИГАДИРСКАЯ","","7"
"1848","32817","БРИГАДНЫЙ","","8"
"1850","11293","БРИГИ","","13"
"1851","09188","БРИЕЖИ","","13"
"1852","22801","БРИКЕТНАЯ","","7"
"1853","41890","БРИЛЕВКА","","8"
"1854","15331","БРИНЕВО","","11"
"1855","14642","БРИЦАЛОВИЧИ","","11"
"1856","32330","БРОВАРЫ","","8"
"1857","34290","БРОВКИ","","8"
"1858","14645","БРОДИЩЕ","","11"
"1859","30441","БРОДНИ","","7"
"1860","35090","БРОДЫ","","8"
"1861","35170","БРОДЫ ЭКСПОРТ","","8"
"1862","14750","БРОЖА","","11"
"1863","03532","БРОНЕВАЯ","","7"
"1864","15212","БРОНИСЛАВ","","11"
"1865","07530","БРОНКА","","7"
"1866","13400","БРОННАЯ ГОРА","","11"
"1867","19500","БРОННИЦЫ","","7"
"1868","38462","БРОНЬКА","","8"
"1869","40831","БРОХВИЧИ","","8"
"1870","09320","БРОЦЕНЫ","","13"
"1871","57461","БРОЦЕУЛА","","6"
"1872","38761","БРОШНЕВ","","8"
"1873","13510","БРУЗГИ","","11"
"1875","13480","БРУЗГИ-ЭКСПОРТ","","11"
"1876","29544","БРУСЕНИЦА","","7"
"1877","49032","БРУСИН","БРУС.","8"
"1878","91820","БРУСИТ","","7"
"1879","02701","БРУСНИЧНАЯ","","7"
"1880","05252","БРУСНИЧНОЕ","","7"
"1881","05210","БРУСОВО","","7"
"1882","79391","БРУСЯНЫ","","7"
"1883","06632","БРЫКАНОВО","","7"
"1884","06862","БРЫЛЕВО","","7"
"1885","18526","БРЫНЬ","","7"
"1886","39400","БРЭТУШЕНЬ","","9"
"1887","32791","БРЮЛОВЕЦКИЙ","","8"
"1888","51610","БРЮХОВЕЦКАЯ","","7"
"1889","37210","БРЮХОВИЧИ","","8"
"1890","64610","БРЯНДИНО","","7"
"1891","20020","БРЯНСК-ВОСТОЧНЫЙ","","7"
"1892","20000","БРЯНСК-ЛЬГОВСКИЙ","Б-ЛЬГ","7"
"1893","20010","БРЯНСК-ОРЛОВСКИЙ","","7"
"1894","20015","БРЯНСК-СЕВЕРНЫЙ","","7"
"1895","06161","БРЯНЦЕВО","","7"
"1896","07021","БРЯНЧАНИНОВО","","7"
"1897","24940","БУА","","7"
"1898","35312","БУБНОВ","","8"
"1899","06761","БУБНОВО","","7"
"1900","78690","БУБЧИКОВО","","7"
"1901","23652","БУБЯКОВО","","7"
"1902","74050","БУВАЙДА","","3"
"1903","33407","БУГ","","8"
"1904","40361","БУГАЗ","","8"
"1905","89090","БУГАЧ","","7"
"1906","85374","БУГОТАК","","7"
"1907","04313","БУГРЫ","","7"
"1908","28884","БУГРЫ-ПОЛЯРНЫЕ","","7"
"1909","25613","БУГРЫШ","","7"
"1910","64860","БУГУЛЬМА","БУГЛМ","7"
"1911","70650","БУГУНЬ","","1"
"1912","65940","БУГУРУСЛАН","","7"
"1913","12630","БУГЯНЯЙ","","14"
"1914","12620","БУГЯНЯЙ-ЭКСПОРТ","","14"
"1915","92170","БУДАГОВО","","7"
"1916","15520","БУДА-КОШЕЛЕВСКАЯ","","11"
"1917","61320","БУДАРИНО","","7"
"1918","01457","БУДАССИ","","7"
"1919","12401","БУДВЕЧАЙ","","14"
"1920","53700","БУДЕННОВСК","","7"
"1921","78012","БУДКА","","7"
"1922","33005","БУДКИ","","8"
"1923","04500","БУДОГОЩЬ","","7"
"1924","16380","БУДСЛАВ","","11"
"1925","96242","БУДУКАН","","7"
"1926","13961","БУДЫ","","11"
"1928","23670","БУЖАНИНОВО","","7"
"1929","61740","БУЗАН-ПРИСТАНЬ","","7"
"1930","61731","БУЗАНСКИЙ","","7"
"1931","73983","БУЗАУБАЙ","","3"
"1932","65130","БУЗДЯК","","7"
"1933","52501","БУЗИНКА","","7"
"1934","45250","БУЗОВКА","","8"
"1935","54758","БУЗОВНЫ","","12"
"1936","95342","БУЗУЛИ","БУЗУЛ","7"
"1937","81080","БУЗУЛУК","БУЗЛК","7"
"1938","89371","БУЗЮК","","7"
"1939","24790","БУИНСК","","7"
"1940","30460","БУЙ","БУЙ","7"
"1941","33372","БУЙВОЛОВЕЦКИЙ","","8"
"1942","54310","БУЙНАКСК","","7"
"1943","97261","БУЙНЕВИЧ","","7"
"1944","15640","БУЙНИЧИ","","11"
"1945","67602","БУЙРЕК","","1"
"1946","66984","БУЙРЕКТОБЕ","","1"
"1947","94930","БУКАЧАЧА","","7"
"1948","38782","БУКАЧЕВЦЫ","","8"
"1949","44363","БУКИНО","","8"
"1950","44673","БУКЛЕВСКОЕ","","8"
"1951","57123","БУКНАРИ","","6"
"1952","39160","БУКОВЕЦ","","9"
"1953","21742","БУКРЕЕВКА","","7"
"1954","50040","БУЛАВИН","","8"
"1955","82520","БУЛАЕВО 1","","1"
"1956","94371","БУЛАК","","7"
"1957","78490","БУЛАНАШ","","7"
"1958","84263","БУЛАНИХА","","7"
"1959","19294","БУЛАТНИКОВО","","7"
"1960","62393","БУЛГАКОВКА","","7"
"1961","09712","БУЛДУРИ","","13"
"1962","72750","БУЛУНГУР","БУЛНГ","3"
"1963","63100","БУЛЫЧЕВО","","7"
"1964","39070","БУЛЬБОКА","","9"
"1965","14730","БУМАЖКОВО","","11"
"1966","27313","БУМАЖНЫЙ","","7"
"1967","39182","БУМБОТА","","9"
"1968","27352","БУМКОМБИНАТ","","7"
"1969","86407","БУНГУР","","7"
"1970","50440","БУНКЕРНАЯ","","8"
"1971","49883","БУНЧУЖНЫЙ","","8"
"1972","93332","БУРАВЩИНА","","7"
"1973","34705","БУРАКОВКА","","8"
"1974","81740","БУРАННАЯ","","7"
"1975","60950","БУРАСЫ","","7"
"1976","29350","БУРАЧИХА","","7"
"1977","16860","БУРБИН","","11"
"1978","49361","БУРБУЛАТОВСКАЯ","","8"
"1979","04150","БУРГА","","7"
"1980","73981","БУРГУТЛИ","","3"
"1981","88054","БУРДАССКИЙ","","7"
"1982","30324","БУРДУКОВО","","7"
"1983","39472","БУРДЮГ","","9"
"1984","67181","БУРЕБАЙ","","1"
"1985","26934","БУРЕВЕСТНИК","","7"
"1986","91701","БУРЕИНСК","","7"
"1987","22522","БУРЕЛОМ","","7"
"1988","26681","БУРЕНИНО","","7"
"1989","87113","БУРЕНИЧЕВО","","7"
"1990","26730","БУРЕПОЛОМ","","7"
"1991","95630","БУРЕЯ","","7"
"1992","11270","БУРЗАВА","","13"
"1993","95221","БУРИНДА","","7"
"1994","62083","БУРКИН","","7"
"1995","67500","БУРКИТТЫ","","1"
"1996","83740","БУРЛА","","7"
"1997","80273","БУРЛАК","","7"
"1998","78581","БУРЛАКИ","","7"
"1999","69272","БУРЛИ-КАЗАХСКИЙ","","1"
"2000","97241","БУРЛИТ-ВОЛОЧАЕВСКИЙ","","7"
"2001","43320","БУРЛУК","","8"
"2002","43052","БУРЛУЦКИЙ","","8"
"2003","67573","БУРМА","","1"
"2004","31540","БУРМАКИНО","","7"
"2005","26153","БУРНАКОВСКАЯ ПРИСТАНЬ","","7"
"2006","26050","БУРНАКОВСКАЯ ПРИСТАНЬ-ПЕРЕВАЛК","","7"
"2007","70590","БУРНОЕ","","1"
"2008","62432","БУРОВКА","","7"
"2009","52510","БУРСАК","","7"
"2010","67241","БУРТЕСКЕН","","1"
"2011","42535","БУРТЫ","","8"
"2012","70526","БУРУБАЙТАЛ","","1"
"2013","70700","БУРУЛ","БУРУЛ","1"
"2014","70390","БУРУНДАЙ","","1"
"2015","24950","БУРУНДУКИ","","7"
"2016","30781","БУРУНДУЧИХА","","7"
"2017","24013","БУРЦЕВСКАЯ","","7"
"2018","46173","БУРЧАЦК","","8"
"2019","38810","БУРШТЫН","","8"
"2020","94334","БУРЯТСКАЯ","","7"
"2021","80350","БУСКУЛЬ","","1"
"2022","86262","БУСКУСКАН","","7"
"2023","02850","БУСЛОВСКАЯ","","7"
"2024","02140","БУСЛОВСКАЯ-ЭКСПОРТ","","7"
"2025","15524","БУСЛЫ","","11"
"2026","37552","БУСОВИСКО","","8"
"2027","80025","БУТАКИ","","7"
"2028","19120","БУТОВО","","7"
"2029","58310","БУТУРЛИНОВКА","","7"
"2030","24350","БУТЫЛИЦЫ","","7"
"2031","82922","БУТЫРСКОЕ","","7"
"2032","06231","БУХАЛОВСКИЙ ПЕРЕЕЗД","","7"
"2033","73000","БУХАРА I","БУХР1","3"
"2034","73010","БУХАРА II","БУХР2","3"
"2035","23817","БУХАРОВО","","7"
"2036","13922","БУХЛИЧИ","","11"
"2037","19762","БУХОЛОВО","","7"
"2038","94932","БУХТА","","7"
"2040","65800","БУХТА-ПЕРЕВАЛКА","","7"
"2041","71420","БУХТАРМА","","1"
"2042","71440","БУХТАРМА (ПЕРЕВ.)","","1"
"2043","65860","БУХТА-ЭКСПОРТ","","7"
"2044","40554","БУЦЕНКОВКА","","8"
"2045","36253","БУЦНЕВ","","8"
"2046","32210","БУЧА","","8"
"2047","36440","БУЧАЧ","","8"
"2048","39270","БУЧУМЕНЬ","","9"
"2049","05280","БУШЕВЕЦ","","7"
"2050","15521","БУШЕВКА","","11"
"2051","34411","БУШЕВО","","8"
"2052","33161","БУШИНКА","","8"
"2053","38540","БУШТИНО","","8"
"2054","30344","БУШУИХА","БУШУИ","7"
"2055","94913","БУШУЛЕЙ","","7"
"2056","99660","БУЮКЛЫ","","7"
"2057","40590","БУЯЛЫК","","8"
"2058","32170","БУЯН","","8"
"2059","97590","БУЯНКИ","","7"
"2060","19480","БЫКОВО","","7"
"2061","99190","БЫКОВ-САХАЛИНСКИЙ","","7"
"2062","05561","БЫЛЬЧИНО","","7"
"2063","77070","БЫНЬГОВСКИЙ","","7"
"2064","94420","БЫРКА","","7"
"2065","34551","БЫСТРА","","8"
"2066","38841","БЫСТРИЦА","","8"
"2067","71740","БЫСТРОВКА","","4"
"2068","58800","БЫСТРОРЕЧЕНСКАЯ","","7"
"2069","26621","БЫСТРУХА","","7"
"2070","58822","БЫСТРЫЙ","","7"
"2071","26832","БЫСТРЯГИ","","7"
"2073","13431","БЫТЕНЬ","","11"
"2074","15610","БЫХОВ","","11"
"2075","16621","БЫЧИХА","","11"
"2077","39320","БЭЛЬЦЬ-ОРАШ","","9"
"2078","39330","БЭЛЬЦЬ-СЛОБОЗИЯ","","9"
"2079","54776","БЮЛЬ-БЮЛИ","","12"
"2080","24941","БЮРГАНЫ","","7"
"2081","12403","БЯБРУЛИШКЕ","","14"
"2082","12820","БЯЗДОНИС","","14"
"2083","94815","БЯНКИНО","","7"
"2084","12721","БЯРЧЮНАЙ","","14"
"2085","08554","ВААБИНА","","5"
"2086","11442","ВАБОЛЕ","","13"
"2087","27633","ВАВОЖ","","7"
"2088","29780","ВАГА","","7"
"2089","79110","ВАГАЙ","","7"
"2090","77291","ВАГАНОВКА","","7"
"2091","03631","ВАГАНОВО","","7"
"2092","88082","ВАГИНО","","7"
"2093","62006","ВАГОННОЕ ДЕПО","","7"
"2095","09502","ВАГОННЫЙ ПАРК","","13"
"2096","77030","ВАГОНОЗАВОД","","7"
"2098","77423","ВАГРАНСКАЯ","","7"
"2099","08551","ВАГУЛА","","5"
"2100","64021","ВАД","","7"
"2101","09952","ВАДАКСТЕ","","13"
"2102","41910","ВАДИМ","","8"
"2103","17290","ВАДИНО","","7"
"2104","24442","ВАДОК","","7"
"2105","24450","ВАДОКСКИЙ КАРЬЕР","","7"
"2106","36860","ВАДУЛ-СИРЕТ","","8"
"2107","36880","ВАДУЛ-СИРЕТ (В БОЛГАРИЮ )","","8"
"2108","36870","ВАДУЛ-СИРЕТ (В РУМЫНИЮ )","","8"
"2109","01900","ВАЕНГА","","7"
"2110","08070","ВАЗАЛЕММА","","5"
"2111","63061","ВАЗЕРКИ","","7"
"2112","56110","ВАЗИАНИ","","6"
"2113","56113","ВАЗИАНИ-ЭКСПОРТ","","6"
"2114","56221","ВАЗИСУБАНИ","","6"
"2115","17384","ВАЗУЗА","","7"
"2116","27220","ВАЗЮК","","7"
"2117","08360","ВАЙВАРА","ВАЙВР","5"
"2118","08350","ВАЙВАРА-ЭКСПОРТ","","5"
"2119","09724","ВАЙВАРИ","","13"
"2120","12100","ВАЙДОТАЙ","","14"
"2121","11331","ВАЙНАВА","","13"
"2122","09930","ВАЙНЕДЕ","","13"
"2123","09920","ВАЙНЕДЕ-ЭКСПОРТ","","13"
"2124","11557","ВАЙТКУНАЙ","","14"
"2125","44860","ВАКУЛЕНЦЫ","","8"
"2126","34211","ВАКУЛЕНЧУК","","8"
"2127","08620","ВАЛГА","","5"
"2128","08630","ВАЛГА-ЭКСПОРТ","","5"
"2129","08495","ВАЛГЕМЕТСА","","5"
"2130","07452","ВАЛГОВИЦЫ","","7"
"2131","05520","ВАЛДАЙ","","7"
"2132","29691","ВАЛДЕЕВО","","7"
"2133","57850","ВАЛЕ","","6"
"2134","57820","ВАЛЕ ЭКСПОРТ","","6"
"2135","76563","ВАЛЕЖНАЯ","","7"
"2136","23501","ВАЛЕНТИНОВКА","","7"
"2137","83283","ВАЛЕРИНО","","7"
"2138","08082","ВАЛИНГУ","","5"
"2139","83540","ВАЛИХАНОВО","","1"
"2140","11100","ВАЛМИЕРА","","13"
"2141","24372","ВАЛТОВО","","7"
"2142","43830","ВАЛУЙКИ","","7"
"2143","43835","ВАЛУЙКИ-СОРТИРОВОЧНЫЕ","","7"
"2144","50737","ВАЛУЙСКАЯ","","8"
"2145","39851","ВАЛУЛ-РОМАН","","9"
"2146","17620","ВАЛУТИНО","","7"
"2147","16431","ВАЛЬКИ","","11"
"2148","12230","ВАЛЬКИНИНКАЙ","","14"
"2149","58820","ВАЛЬКОВО","","7"
"2150","12060","ВАЛЬЧЮНАЙ","","14"
"2151","49162","ВАЛЬЯНОВКА","","8"
"2152","50130","ВАЛЬЯНОВСКИЙ","","8"
"2153","04764","ВАЛЯ","","7"
"2154","42234","ВАЛЯВА","","8"
"2155","56530","ВАНАДЗОР","","10"
"2156","08491","ВАНА-КУУСТЕ","","5"
"2157","09530","ВАНГАЖИ","","13"
"2158","96401","ВАНДАН","","7"
"2159","29330","ВАНДЫШ","","7"
"2160","01143","ВАНЗОЗЕРО","","7"
"2161","13914","ВАНИЛЕВИЧИ","","11"
"2162","96760","ВАНИНО","","7"
"2163","96770","ВАНИНО-ПЕРЕВАЛКА","","7"
"2164","96780","ВАНИНО-ЭКСПОРТ","","7"
"2165","36712","ВАНЧИКОВЦЫ","","8"
"2166","22113","ВАНЧУР","","7"
"2167","37562","ВАНЬКОВИЧИ","","8"
"2168","82963","ВАНЮШИ","","7"
"2169","26191","ВАНЯТЫ","","7"
"2170","40850","ВАПНЯРКА","","8"
"2171","08572","ВАПРАМЯЭ","","5"
"2172","30740","ВАРАКИНСКИЙ","","7"
"2173","11381","ВАРАКЛЯНЫ","","13"
"2174","88071","ВАРВАРЕНКА","","7"
"2175","60102","ВАРВАРИНСКИЙ","","7"
"2176","45470","ВАРВАРОВКА","","8"
"2177","42932","ВАРВАРОВСКИЙ","","8"
"2178","82690","ВАРГАШИ","","7"
"2179","56613","ВАРДАКАР","","10"
"2180","53302","ВАРДАНЕ","","7"
"2181","57752","ВАРДГИНЕТИ","","6"
"2182","56910","ВАРДЕНИС","","10"
"2183","31266","ВАРЕГОВО","","7"
"2184","63321","ВАРЕЖКА","","7"
"2185","12160","ВАРЕНА","","14"
"2186","52260","ВАРЕНИКОВСКАЯ","","7"
"2187","51145","ВАРЕНОВКА","","7"
"2188","57924","ВАРИАНИ","","6"
"2189","34024","ВАРИВОДКИ","","8"
"2190","08577","ВАРИКУ","","5"
"2191","52572","ВАРИЛКА","","7"
"2192","10650","ВАРЛАУКИС","","14"
"2193","56881","ВАРСЕР","","10"
"2194","24187","ВАРСКИЕ","","7"
"2195","97640","ВАРФОЛОМЕЕВКА","","7"
"2196","82921","ВАРЮШКИНО","","7"
"2197","26141","ВАРЯ","","7"
"2198","92162","ВАРЯГ","","7"
"2199","15440","ВАСИЛЕВИЧИ","","11"
"2200","17531","ВАСИЛИСИНО","","7"
"2201","25110","ВАСИЛЬЕВО","","7"
"2202","51538","ВАСИЛЬЕВО-ПЕТРОВСКАЯ","","7"
"2203","58740","ВАСИЛЬЕВСКИЙ","","7"
"2204","06180","ВАСИЛЬЕВСКИЙ МОХ","","7"
"2205","42166","ВАСИЛЬКОВ","","8"
"2206","32120","ВАСИЛЬКОВ 1","","8"
"2207","32130","ВАСИЛЬКОВ 2","","8"
"2208","68693","ВАСИЛЬКОВКА","","1"
"2209","36332","ВАСИЛЬКОВЦЫ","","8"
"2210","44434","ВАСИЩЕВО","","8"
"2212","36780","ВАСКАУЦЫ","","8"
"2213","03756","ВАСКЕЛОВО","","7"
"2214","97571","ВАССИАНОВКА","","7"
"2215","08494","ВАСТСЕ-КУУСТЕ","","5"
"2216","08461","ВАСУЛА","","5"
"2217","17691","ВАСЬКОВО","","7"
"2219","16875","ВАСЬКОВЩИЗНА","","11"
"2220","52570","ВАСЮРИНСКАЯ","","7"
"2221","33113","ВАСЮТИНЦЫ","","8"
"2222","55210","ВАТАГИ","","12"
"2223","64762","ВАТАН","","7"
"2224","82795","ВАТОЛИНО","","7"
"2225","09462","ВАТРАНЕ","","13"
"2226","28003","ВАТСА","","7"
"2227","34002","ВАТУТИНО","","8"
"2228","31268","ВАУЛОВО","","7"
"2229","79663","ВАХ","","7"
"2230","25070","ВАХИТОВО","","7"
"2231","27120","ВАХРУШЕВО","","7"
"2232","99580","ВАХРУШЕВ-САХАЛИНСКИЙ","","7"
"2233","99610","ВАХРУШЕВ-УГОЛЬНЫЙ","","7"
"2234","74630","ВАХШ","","15"
"2235","79734","ВАЧ-ЯГУН","","7"
"2236","38940","ВАШКОВЦЫ","","8"
"2237","08291","ВАЭКЮЛА","","5"
"2238","53315","ВВА","","7"
"2239","82890","ВВЕДЕНСКОЕ","","7"
"2240","12270","ВЕВИС","","14"
"2241","56186","ВЕДЖИНИ","","6"
"2242","52050","ВЕДМИДИВКА","","7"
"2243","59171","ВЕДРИНЦЕВО","","7"
"2244","15441","ВЕДРИЧ","","11"
"2245","59603","ВЕДУГА","","7"
"2246","05284","ВЕЕРНОЕ ДЕПО","","7"
"2247","28280","ВЕЖАЙКА","","7"
"2248","21380","ВЕЖЕНКА","","7"
"2249","09187","ВЕЖУКРОГС","","13"
"2250","28210","ВЕЗДИНО","","7"
"2251","11158","ВЕЙИНИ (УЗК.)","","13"
"2252","07360","ВЕЙМАРН","ВЕЙМР","7"
"2253","24160","ВЕКОВКА","","7"
"2254","30462","ВЕКСА","","7"
"2255","34960","ВЕЛЕДНИКИ","","8"
"2256","14541","ВЕЛЕНСКИЙ","","11"
"2257","24362","ВЕЛЕТЬМА","","7"
"2258","56290","ВЕЛИ","","6"
"2259","56292","ВЕЛИ ЭКСПОРТ","","6"
"2260","55057","ВЕЛИДАГ","","12"
"2261","84002","ВЕЛИЖАНОВКА","","7"
"2262","38472","ВЕЛИКА КОПАНЯ","","8"
"2263","27180","ВЕЛИКАЯ","","7"
"2264","38411","ВЕЛИКАЯ БАКТА","","8"
"2265","38401","ВЕЛИКАЯ БЕГАНЬ","","8"
"2266","32581","ВЕЛИКАЯ ЗАГОРОВКА","","8"
"2267","33294","ВЕЛИКАЯ СЛОБОДА","","8"
"2268","06600","ВЕЛИКИЕ ЛУКИ","","7"
"2269","38180","ВЕЛИКИЙ БЕРЕЗНЫЙ","","8"
"2270","38580","ВЕЛИКИЙ БЫЧКОВ","","8"
